battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0.0959,1,0.26,1,0.15,0,0.2,0.1,0.084,0.4,0.19,0.0561,0.1631,high,0.16,0.01,0.06,1,0,0,0.3
0.1502,1,0.12,0,0.0,0,0.54,0.02,0.138,0.5,0.12,0.0065,0.0588,high,0.17,0.14,0.16,1,1,0,0.3
0.138,1,0.21000000000000002,1,0.01,1,0.04,0.08,0.092,0.3,0.13,0.042,0.05,low,0.13,0.02,0.15,1,1,0,0.0
0.1266,0,0.05,0,0.0,1,0.05,0.01,0.095,0.6,0.09,0.1365,0.1698,mid,0.11,0.0,0.18,1,0,0,0.2
0.1934,1,0.26,1,0.0,1,0.46,0.01,0.103,0.1,0.17,0.0619,0.1299,high,0.13,0.09,0.02,1,1,1,0.3
0.1905,1,0.05,0,0.03,1,0.06,0.05,0.151,0.1,0.05,0.0849,0.0898,mid,0.09,0.05,0.1,1,1,0,0.1
0.1831,0,0.13999999999999999,1,0.02,0,0.43,0.09,0.15,0.5,0.05,0.0611,0.1381,high,0.17,0.07,0.13,1,1,1,0.3
0.0596,0,0.13999999999999999,0,0.08,0,0.46,0.06,0.165,0.1,0.18,0.0953,0.0984,mid,0.15,0.04,0.15,1,1,0,0.1
0.1562,1,0.13,1,0.01,1,0.07,0.02,0.19,0.5,0.15,0.0642,0.1533,mid,0.12,0.1,0.06,1,0,0,0.2
0.149,1,0.05,1,0.04,1,0.64,0.03,0.15,0.8,0.08,0.1417,0.1464,high,0.17,0.09,0.07,1,1,1,0.3
0.1523,1,0.24,0,0.05,1,0.57,0.02,0.117,0.2,0.06,0.0247,0.0539,high,0.18,0.12,0.1,1,1,1,0.3
0.064,0,0.06,0,0.0,0,0.2,0.01,0.163,0.4,0.15,0.071,0.1179,high,0.07,0.05,0.18,1,1,0,0.2
0.1526,0,0.21000000000000002,0,0.01,1,0.23,0.02,0.117,0.7,0.08,0.0718,0.0751,mid,0.18,0.1,0.03,1,1,0,0.2
0.1989,0,0.25,1,0.0,1,0.41,0.08,0.094,0.3,0.13,0.11,0.1497,mid,0.17,0.09,0.12,1,1,1,0.2
0.1308,0,0.19,0,0.0,1,0.61,0.06999999999999999,0.106,0.3,0.07,0.0059,0.1215,high,0.15,0.02,0.04,1,0,1,0.3
0.0609,0,0.05,0,0.03,0,0.26,0.03,0.093,0.4,0.04,0.0938,0.1948,mid,0.11,0.1,0.14,1,1,1,0.1
0.1905,0,0.06,1,0.09,1,0.36,0.04,0.119,0.3,0.2,0.0825,0.1542,low,0.13,0.04,0.16,1,0,0,0.1
0.1703,1,0.05,0,0.0,1,0.22,0.06,0.192,0.1,0.0,0.0286,0.1235,low,0.05,0.04,0.13,1,0,1,0.0
0.1445,1,0.24,1,0.07,1,0.2,0.04,0.173,0.7,0.15,0.1273,0.1345,low,0.07,0.04,0.13,1,1,1,0.1
0.1087,0,0.13,0,0.0,1,0.16,0.03,0.166,0.3,0.09,0.0295,0.0589,low,0.14,0.06,0.06,1,0,1,0.0
0.0671,0,0.09,1,0.1,0,0.3,0.06999999999999999,0.105,0.7,0.17,0.0852,0.1182,mid,0.06,0.04,0.15,1,0,0,0.2
0.1472,1,0.22999999999999998,0,0.06,0,0.61,0.01,0.168,0.6,0.19,0.071,0.1052,mid,0.19,0.15,0.08,1,0,0,0.2
0.0765,0,0.05,1,0.0,1,0.47,0.03,0.115,0.8,0.01,0.1277,0.1429,mid,0.11,0.07,0.04,1,0,1,0.2
0.1642,0,0.05,1,0.16,1,0.08,0.03,0.171,0.6,0.17,0.0129,0.0873,high,0.13,0.04,0.17,1,0,1,0.2
0.1265,0,0.15,0,0.07,0,0.49,0.06999999999999999,0.182,0.5,0.16,0.069,0.0836,low,0.05,0.0,0.12,1,0,1,0.1
0.0664,1,0.11000000000000001,1,0.01,1,0.51,0.01,0.11,0.7,0.04,0.0701,0.1478,high,0.19,0.15,0.06,1,1,1,0.3
0.1277,1,0.05,1,0.0,1,0.35,0.04,0.142,0.6,0.06,0.0309,0.146,high,0.18,0.17,0.06,1,1,0,0.3
0.1395,0,0.18,1,0.0,0,0.23,0.01,0.111,0.3,0.01,0.0213,0.0705,mid,0.11,0.0,0.13,1,0,1,0.2
0.1539,1,0.26,0,0.0,0,0.41,0.01,0.159,0.8,0.0,0.1112,0.1666,mid,0.15,0.09,0.1,1,0,1,0.2
0.1049,1,0.22000000000000003,0,0.09,0,0.63,0.05,0.135,0.5,0.17,0.0199,0.1077,low,0.11,0.03,0.13,1,0,0,0.0
0.1827,0,0.16999999999999998,0,0.04,1,0.39,0.05,0.128,0.5,0.16,0.0055,0.102,high,0.14,0.09,0.1,1,1,0,0.2
0.0903,0,0.1,1,0.0,1,0.5,0.04,0.091,0.1,0.0,0.123,0.1235,low,0.09,0.05,0.1,1,1,0,0.0
0.1987,1,0.05,0,0.03,1,0.53,0.1,0.181,0.3,0.07,0.1052,0.1516,high,0.18,0.05,0.08,1,1,1,0.3
0.1154,0,0.12,1,0.0,1,0.49,0.02,0.181,0.8,0.02,0.0541,0.1499,low,0.05,0.03,0.07,1,0,1,0.0
0.1336,0,0.09,0,0.05,1,0.17,0.02,0.194,0.5,0.09,0.0055,0.0583,mid,0.13,0.01,0.16,1,1,1,0.1
0.1886,0,0.05,0,0.0,1,0.24,0.04,0.112,0.3,0.01,0.0809,0.1958,low,0.16,0.07,0.2,1,0,1,0.1
0.1551,0,0.11000000000000001,0,0.04,0,0.51,0.01,0.088,0.5,0.06,0.1738,0.1995,high,0.11,0.08,0.04,1,1,0,0.3
0.085,1,0.16,1,0.06,1,0.29,0.05,0.133,0.5,0.19,0.0404,0.0642,low,0.19,0.17,0.1,1,0,1,0.0
0.066,0,0.05,0,0.05,1,0.4,0.05,0.111,0.2,0.1,0.0262,0.1178,low,0.06,0.05,0.18,1,1,1,0.0
0.1225,1,0.21000000000000002,1,0.08,0,0.13,0.05,0.116,0.4,0.12,0.0759,0.1404,high,0.12,0.11,0.11,1,0,0,0.3
0.1452,1,0.05,1,0.01,1,0.25,0.09,0.123,0.6,0.11,0.0042,0.104,mid,0.12,0.1,0.13,1,0,0,0.2
0.1686,1,0.27999999999999997,1,0.03,0,0.38,0.01,0.166,0.4,0.04,0.0397,0.1453,high,0.14,0.11,0.02,1,0,0,0.3
0.1634,1,0.13999999999999999,0,0.01,1,0.17,0.02,0.2,0.2,0.05,0.0964,0.1677,high,0.11,0.06,0.06,1,1,1,0.3
0.1708,1,0.24,1,0.16,1,0.49,0.01,0.109,0.1,0.19,0.0233,0.0517,high,0.06,0.04,0.16,1,1,1,0.3
0.1151,1,0.29,1,0.0,0,0.31,0.06,0.128,0.8,0.01,0.1022,0.156,mid,0.18,0.08,0.13,1,1,0,0.2
0.1578,0,0.19,1,0.02,1,0.37,0.01,0.138,0.4,0.19,0.0411,0.1226,mid,0.19,0.16,0.03,1,0,1,0.2
0.1689,0,0.18,0,0.16,0,0.24,0.03,0.127,0.3,0.18,0.0954,0.12,high,0.07,0.02,0.07,1,1,1,0.3
0.1488,0,0.05,0,0.01,0,0.39,0.08,0.112,0.5,0.06,0.1528,0.1647,high,0.14,0.1,0.19,1,0,0,0.3
0.1313,1,0.18,1,0.04,0,0.09,0.04,0.105,0.1,0.06,0.0416,0.1308,high,0.11,0.1,0.06,1,1,1,0.3
0.1715,0,0.1,1,0.04,1,0.31,0.05,0.083,0.8,0.17,0.0638,0.1615,low,0.17,0.06,0.13,1,0,0,0.0
0.1442,0,0.1,1,0.0,0,0.27,0.01,0.192,0.3,0.19,0.0231,0.0687,mid,0.06,0.05,0.2,1,1,0,0.1
0.0528,0,0.16999999999999998,0,0.12,1,0.06,0.08,0.142,0.2,0.15,0.0574,0.0637,high,0.09,0.08,0.06,1,1,0,0.2
0.1523,1,0.18,0,0.06,1,0.11,0.01,0.129,0.1,0.08,0.0148,0.1606,low,0.19,0.08,0.19,1,1,0,0.0
0.1133,0,0.13999999999999999,0,0.03,0,0.42,0.01,0.199,0.5,0.12,0.073,0.1543,low,0.18,0.12,0.2,1,0,1,0.1
0.1718,1,0.25,1,0.14,1,0.06,0.01,0.183,0.5,0.16,0.0564,0.098,high,0.07,0.01,0.08,1,1,1,0.3
0.133,0,0.05,0,0.0,0,0.38,0.1,0.183,0.7,0.01,0.129,0.1441,mid,0.09,0.0,0.11,1,0,1,0.1
0.1799,1,0.05,0,0.0,0,0.49,0.04,0.107,0.4,0.02,0.0632,0.1383,low,0.12,0.02,0.11,1,1,1,0.0
0.0633,1,0.22000000000000003,0,0.0,1,0.49,0.01,0.139,0.8,0.01,0.0529,0.1009,high,0.11,0.01,0.16,1,1,1,0.2
0.0724,0,0.27,1,0.0,0,0.44,0.05,0.187,0.7,0.0,0.1273,0.1754,mid,0.07,0.06,0.07,1,0,0,0.2
0.0822,1,0.05,0,0.0,1,0.51,0.03,0.157,0.6,0.2,0.0667,0.086,high,0.1,0.01,0.03,1,0,0,0.3
0.1918,0,0.19,0,0.02,0,0.1,0.06,0.11,0.5,0.1,0.117,0.1543,mid,0.07,0.01,0.16,1,1,1,0.2
0.1891,0,0.27999999999999997,0,0.07,1,0.37,0.04,0.129,0.7,0.14,0.0169,0.1108,high,0.08,0.06,0.11,1,0,0,0.3
0.1373,1,0.1,1,0.02,0,0.5,0.02,0.127,0.7,0.12,0.0105,0.0673,high,0.08,0.03,0.14,1,0,0,0.3
0.0862,1,0.08,1,0.03,0,0.23,0.04,0.165,0.2,0.15,0.0793,0.1758,low,0.16,0.03,0.11,1,0,1,0.0
0.1273,0,0.1,0,0.03,1,0.48,0.04,0.099,0.4,0.15,0.049,0.0886,mid,0.18,0.15,0.11,1,1,0,0.1
0.0957,1,0.25,0,0.04,0,0.07,0.08,0.107,0.5,0.1,0.1201,0.1485,mid,0.12,0.05,0.07,1,0,1,0.1
0.1617,1,0.13,1,0.03,1,0.3,0.06999999999999999,0.105,0.2,0.04,0.0246,0.1038,low,0.09,0.0,0.1,1,0,0,0.0
0.0893,0,0.25,1,0.0,0,0.55,0.06,0.183,0.2,0.01,0.0417,0.0946,high,0.07,0.01,0.06,1,1,1,0.2
0.121,0,0.05,0,0.0,0,0.63,0.01,0.093,0.5,0.0,0.1177,0.1462,mid,0.17,0.09,0.07,1,0,0,0.2
0.0708,1,0.27,1,0.0,1,0.63,0.1,0.195,0.8,0.07,0.0078,0.0654,mid,0.06,0.05,0.07,1,1,1,0.1
0.0835,0,0.11000000000000001,1,0.02,0,0.07,0.02,0.101,0.4,0.07,0.0323,0.1604,low,0.13,0.05,0.15,1,1,1,0.0
0.145,1,0.27,1,0.09,0,0.19,0.06,0.131,0.1,0.17,0.0707,0.1882,low,0.15,0.09,0.12,1,0,0,0.0
0.0973,1,0.15,0,0.05,1,0.57,0.02,0.19,0.7,0.16,0.0457,0.1816,high,0.06,0.04,0.02,1,0,0,0.2
0.0601,1,0.13999999999999999,0,0.04,1,0.04,0.01,0.154,0.4,0.13,0.0356,0.0765,low,0.12,0.08,0.1,1,1,1,0.0
0.0507,1,0.05,1,0.01,0,0.32,0.05,0.141,0.7,0.11,0.0936,0.1398,mid,0.17,0.0,0.05,1,1,1,0.1
0.0564,0,0.18,1,0.0,1,0.51,0.05,0.168,0.3,0.01,0.0912,0.198,low,0.14,0.08,0.15,1,1,0,0.0
0.1559,1,0.16,1,0.06,1,0.06,0.05,0.162,0.6,0.17,0.0179,0.1559,high,0.09,0.01,0.03,1,1,1,0.3
0.0754,0,0.05,1,0.07,1,0.59,0.06999999999999999,0.178,0.7,0.1,0.1914,0.1928,low,0.06,0.03,0.05,1,0,0,0.1
0.0728,0,0.27,1,0.0,0,0.25,0.02,0.088,0.4,0.01,0.0526,0.1529,mid,0.05,0.01,0.12,1,1,1,0.1
0.1431,1,0.05,0,0.0,1,0.56,0.06,0.191,0.1,0.01,0.0156,0.0952,low,0.07,0.03,0.08,1,0,0,0.0
0.0767,0,0.15,0,0.04,0,0.28,0.06999999999999999,0.175,0.4,0.1,0.0344,0.1517,low,0.1,0.0,0.15,1,1,0,0.0
0.1722,0,0.26,0,0.08,0,0.18,0.08,0.177,0.2,0.16,0.0865,0.1741,high,0.14,0.0,0.15,1,0,1,0.3
0.1992,1,0.16,0,0.05,1,0.57,0.1,0.1,0.2,0.15,0.1552,0.1596,low,0.09,0.03,0.04,1,1,1,0.1
0.1876,0,0.05,0,0.1,1,0.4,0.03,0.086,0.6,0.14,0.0546,0.1564,mid,0.1,0.08,0.16,1,1,0,0.3
0.1054,0,0.11000000000000001,1,0.1,1,0.38,0.04,0.136,0.6,0.12,0.1097,0.1222,mid,0.18,0.04,0.14,1,1,1,0.1
0.1283,1,0.16,1,0.04,0,0.47,0.09,0.093,0.5,0.05,0.0372,0.0692,mid,0.09,0.06,0.17,1,1,0,0.2
0.1281,1,0.22999999999999998,1,0.0,0,0.28,0.03,0.148,0.1,0.06,0.1285,0.1617,low,0.12,0.01,0.06,1,1,0,0.1
0.1066,0,0.06,0,0.02,1,0.07,0.09,0.114,0.7,0.18,0.1242,0.1571,low,0.19,0.13,0.06,1,1,0,0.0
0.073,0,0.21000000000000002,1,0.0,1,0.04,0.01,0.089,0.8,0.02,0.0302,0.1247,low,0.19,0.15,0.04,1,1,1,0.0
0.1053,1,0.08,1,0.07,1,0.45,0.03,0.103,0.1,0.12,0.0594,0.1767,high,0.17,0.06,0.05,1,1,1,0.3
0.1611,1,0.05,1,0.11,0,0.03,0.06,0.098,0.3,0.14,0.0303,0.0714,mid,0.08,0.04,0.09,1,0,1,0.1
0.0793,0,0.1,1,0.05,1,0.3,0.09,0.133,0.2,0.15,0.1858,0.1935,mid,0.17,0.13,0.14,1,1,1,0.2
0.122,0,0.29,0,0.03,0,0.62,0.05,0.125,0.4,0.08,0.0403,0.1933,mid,0.19,0.11,0.15,1,1,1,0.2
0.1662,0,0.05,0,0.0,1,0.61,0.08,0.126,0.4,0.13,0.0032,0.1509,high,0.09,0.05,0.13,1,1,1,0.3
0.1281,1,0.27999999999999997,1,0.03,1,0.08,0.03,0.144,0.4,0.19,0.059,0.0954,mid,0.08,0.02,0.09,1,1,0,0.1
0.0538,0,0.08,0,0.12,1,0.02,0.08,0.177,0.7,0.13,0.0235,0.0662,low,0.08,0.04,0.09,1,0,1,0.0
0.0823,1,0.05,0,0.0,0,0.39,0.04,0.187,0.8,0.04,0.063,0.0888,low,0.13,0.09,0.11,1,0,1,0.0
0.1733,1,0.27999999999999997,0,0.03,1,0.36,0.1,0.119,0.6,0.2,0.0357,0.0527,high,0.17,0.16,0.09,1,0,0,0.3
0.1429,0,0.15,1,0.0,1,0.4,0.09,0.1,0.3,0.14,0.0246,0.082,high,0.11,0.07,0.18,1,0,1,0.3
0.1839,1,0.12,0,0.09,1,0.54,0.05,0.2,0.7,0.11,0.0475,0.1493,low,0.19,0.1,0.18,1,0,1,0.1
0.0659,0,0.27,0,0.06,1,0.06,0.05,0.11,0.3,0.07,0.1054,0.1929,mid,0.15,0.05,0.02,1,0,1,0.1
0.1953,1,0.21000000000000002,1,0.07,0,0.56,0.01,0.158,0.8,0.09,0.0555,0.0764,mid,0.11,0.05,0.04,1,0,0,0.2
0.1172,0,0.19,0,0.0,1,0.27,0.06999999999999999,0.164,0.1,0.03,0.0607,0.1092,mid,0.12,0.0,0.06,1,0,0,0.1
0.0612,1,0.19,1,0.06,0,0.16,0.03,0.102,0.7,0.07,0.136,0.1891,high,0.08,0.04,0.03,1,0,0,0.3
0.1563,0,0.24,0,0.0,1,0.24,0.02,0.17,0.8,0.0,0.0142,0.1699,high,0.07,0.05,0.05,1,1,0,0.3
0.1191,0,0.13,1,0.16,1,0.26,0.08,0.084,0.1,0.2,0.0681,0.0683,mid,0.14,0.03,0.09,1,0,1,0.1
0.0615,1,0.05,1,0.0,0,0.42,0.06,0.163,0.6,0.04,0.0104,0.1664,mid,0.07,0.04,0.18,1,0,1,0.1
0.1893,1,0.21000000000000002,1,0.08,0,0.63,0.02,0.134,0.2,0.11,0.0637,0.0763,high,0.14,0.03,0.18,1,1,1,0.3
0.1563,0,0.16999999999999998,1,0.1,0,0.16,0.01,0.151,0.7,0.13,0.041,0.0572,high,0.11,0.01,0.08,1,0,1,0.3
0.1995,1,0.19,0,0.06,0,0.09,0.08,0.139,0.6,0.18,0.183,0.1963,low,0.14,0.12,0.18,1,1,1,0.2
0.1517,0,0.05,0,0.06,1,0.48,0.06,0.143,0.5,0.14,0.0802,0.1489,high,0.15,0.05,0.11,1,1,1,0.3
0.0832,0,0.16,1,0.01,1,0.34,0.03,0.108,0.5,0.05,0.0311,0.1294,low,0.15,0.13,0.12,1,1,0,0.0
0.1162,0,0.2,0,0.0,1,0.56,0.06999999999999999,0.114,0.7,0.01,0.0056,0.0997,mid,0.05,0.0,0.2,1,0,0,0.1
0.1595,1,0.26,0,0.07,0,0.12,0.03,0.121,0.8,0.19,0.0344,0.0655,high,0.15,0.01,0.16,1,1,0,0.3
0.1329,1,0.1,0,0.01,0,0.52,0.09,0.181,0.6,0.02,0.1053,0.1458,low,0.08,0.06,0.06,1,0,1,0.1
0.0928,1,0.05,1,0.11,0,0.56,0.06999999999999999,0.08,0.8,0.13,0.0221,0.1243,low,0.19,0.1,0.05,1,1,0,0.0
0.1656,1,0.05,1,0.08,1,0.38,0.01,0.105,0.7,0.17,0.0506,0.0519,mid,0.12,0.08,0.19,1,0,1,0.1
0.1937,1,0.16999999999999998,0,0.16,0,0.58,0.06,0.189,0.1,0.19,0.1728,0.1767,high,0.05,0.04,0.14,1,1,0,0.3
0.0977,1,0.11000000000000001,1,0.02,0,0.57,0.06,0.181,0.6,0.07,0.0063,0.0566,low,0.07,0.01,0.08,1,1,1,0.0
0.0768,1,0.09,0,0.16,1,0.56,0.01,0.113,0.1,0.2,0.0418,0.0515,low,0.19,0.03,0.16,1,0,1,0.0
0.1464,1,0.05,1,0.11,0,0.12,0.09,0.117,0.2,0.14,0.0854,0.1168,high,0.05,0.03,0.15,1,1,1,0.3
0.1177,0,0.09,0,0.01,1,0.29,0.04,0.191,0.2,0.08,0.0178,0.0882,low,0.18,0.05,0.19,1,0,0,0.0
0.1348,0,0.2,0,0.16,0,0.52,0.03,0.098,0.3,0.2,0.1869,0.1942,low,0.18,0.11,0.07,1,1,1,0.1
0.1956,0,0.22000000000000003,0,0.0,1,0.37,0.05,0.087,0.3,0.02,0.0185,0.0776,low,0.13,0.01,0.19,1,1,0,0.1
0.1751,0,0.05,1,0.06,0,0.08,0.06,0.178,0.6,0.2,0.017,0.0564,high,0.08,0.06,0.17,1,0,1,0.2
0.153,0,0.2,0,0.11,0,0.42,0.08,0.177,0.6,0.13,0.0454,0.1975,low,0.11,0.1,0.19,1,0,1,0.0
0.1997,1,0.18,1,0.01,0,0.4,0.05,0.185,0.4,0.08,0.0866,0.1212,mid,0.07,0.06,0.15,1,0,0,0.2
0.1414,1,0.15,1,0.05,0,0.44,0.05,0.18,0.2,0.06,0.0044,0.1118,high,0.16,0.12,0.13,1,1,0,0.3
0.1707,0,0.13999999999999999,0,0.0,0,0.41,0.08,0.08,0.7,0.02,0.1331,0.1388,mid,0.12,0.0,0.1,1,0,0,0.2
0.0894,0,0.05,1,0.01,1,0.5,0.05,0.199,0.3,0.14,0.1285,0.1462,high,0.13,0.0,0.06,1,0,1,0.3
0.0645,0,0.12,0,0.06,1,0.41,0.06999999999999999,0.184,0.8,0.17,0.0741,0.113,low,0.18,0.02,0.13,1,1,0,0.0
0.1163,0,0.27999999999999997,1,0.0,0,0.49,0.06,0.155,0.2,0.0,0.052,0.0754,high,0.19,0.02,0.12,1,0,1,0.2
0.1126,0,0.06999999999999999,0,0.03,0,0.49,0.09,0.165,0.8,0.17,0.0114,0.1726,high,0.14,0.01,0.13,1,0,0,0.3
0.1648,0,0.06999999999999999,0,0.06,1,0.64,0.08,0.17,0.4,0.09,0.1153,0.1876,low,0.08,0.01,0.06,1,1,0,0.1
0.117,1,0.09,0,0.06,1,0.14,0.04,0.199,0.2,0.13,0.0474,0.0709,low,0.18,0.05,0.2,1,0,1,0.0
0.0508,0,0.08,0,0.07,1,0.42,0.03,0.094,0.1,0.08,0.0039,0.0557,low,0.13,0.12,0.07,1,0,0,0.0
0.1097,0,0.21000000000000002,1,0.06,0,0.64,0.02,0.161,0.3,0.08,0.0419,0.1914,mid,0.14,0.05,0.09,1,0,1,0.1
0.0728,0,0.16999999999999998,1,0.0,1,0.05,0.06,0.101,0.2,0.2,0.0584,0.0775,low,0.16,0.0,0.05,1,1,0,0.0
0.198,0,0.05,1,0.02,1,0.29,0.08,0.177,0.1,0.13,0.0312,0.191,high,0.12,0.1,0.18,1,0,0,0.3
0.1504,0,0.22999999999999998,1,0.01,0,0.64,0.09,0.182,0.1,0.02,0.0019,0.1923,high,0.06,0.05,0.1,1,1,0,0.3
0.1379,1,0.21000000000000002,1,0.14,1,0.63,0.1,0.083,0.1,0.17,0.0207,0.137,low,0.09,0.06,0.07,1,1,0,0.0
0.1698,0,0.21000000000000002,0,0.05,1,0.18,0.09,0.16,0.6,0.2,0.0363,0.0994,low,0.13,0.03,0.14,1,0,1,0.0
0.092,0,0.21000000000000002,1,0.05,0,0.25,0.04,0.115,0.7,0.14,0.0209,0.1078,low,0.1,0.07,0.05,1,1,1,0.0
0.1144,1,0.15,1,0.0,0,0.21,0.04,0.189,0.1,0.11,0.0159,0.0724,high,0.16,0.0,0.08,1,0,0,0.2
0.1995,1,0.05,0,0.06,0,0.26,0.02,0.129,0.1,0.15,0.0649,0.1104,low,0.15,0.11,0.07,1,1,1,0.1
0.143,0,0.05,1,0.01,0,0.27,0.05,0.183,0.1,0.16,0.1132,0.1182,high,0.07,0.01,0.15,1,1,1,0.2
0.0972,1,0.05,1,0.05,0,0.13,0.04,0.193,0.5,0.08,0.1392,0.1795,mid,0.11,0.06,0.13,1,1,0,0.1
0.0662,0,0.05,0,0.05,0,0.2,0.08,0.138,0.1,0.1,0.1001,0.1224,mid,0.17,0.15,0.15,1,1,1,0.1
0.1867,0,0.22999999999999998,0,0.0,1,0.09,0.01,0.191,0.6,0.03,0.0712,0.1442,low,0.06,0.01,0.02,1,0,1,0.1
0.173,0,0.2,1,0.0,1,0.2,0.01,0.143,0.4,0.1,0.0418,0.1023,mid,0.14,0.0,0.12,1,1,0,0.1
0.1723,1,0.1,0,0.01,1,0.07,0.06,0.126,0.3,0.17,0.0384,0.1361,low,0.05,0.0,0.16,1,1,1,0.1
0.1882,1,0.13,1,0.08,0,0.47,0.02,0.14,0.2,0.13,0.0119,0.0652,mid,0.17,0.01,0.11,1,0,1,0.2
0.0803,0,0.08,1,0.0,0,0.18,0.03,0.106,0.4,0.01,0.0627,0.0935,high,0.18,0.15,0.12,1,1,0,0.2
0.058,1,0.12,1,0.0,0,0.47,0.09,0.091,0.3,0.01,0.1086,0.1345,high,0.15,0.01,0.11,1,1,0,0.3
0.0668,0,0.22999999999999998,0,0.02,1,0.48,0.03,0.114,0.1,0.19,0.0195,0.1292,low,0.14,0.12,0.04,1,1,0,0.0
0.1391,0,0.13999999999999999,0,0.02,1,0.36,0.08,0.182,0.1,0.06,0.0014,0.1256,high,0.14,0.07,0.14,1,1,0,0.2
0.156,0,0.22999999999999998,0,0.0,1,0.22,0.08,0.169,0.7,0.01,0.0745,0.1364,mid,0.15,0.11,0.16,1,1,1,0.2
0.0821,0,0.18,1,0.05,0,0.54,0.01,0.109,0.3,0.09,0.0253,0.1786,high,0.08,0.04,0.15,1,0,0,0.2
0.0811,1,0.24,1,0.05,1,0.02,0.03,0.106,0.6,0.13,0.0333,0.1429,mid,0.18,0.07,0.02,1,0,1,0.1
0.1989,1,0.29,1,0.08,0,0.17,0.01,0.193,0.8,0.15,0.0629,0.0682,mid,0.07,0.0,0.18,1,1,0,0.2
0.1034,1,0.27,1,0.06,0,0.37,0.06999999999999999,0.12,0.7,0.2,0.0707,0.1199,high,0.17,0.01,0.12,1,1,1,0.3
0.0618,0,0.21000000000000002,0,0.02,0,0.06,0.03,0.086,0.1,0.04,0.1314,0.1688,low,0.13,0.1,0.15,1,0,1,0.0
0.0654,1,0.13,0,0.0,1,0.52,0.06999999999999999,0.196,0.4,0.04,0.1715,0.1898,low,0.17,0.04,0.13,1,0,0,0.1
0.0576,1,0.27999999999999997,0,0.02,1,0.1,0.02,0.184,0.5,0.07,0.0513,0.1438,high,0.06,0.0,0.05,1,1,1,0.2
0.0667,1,0.06,0,0.06,1,0.03,0.06999999999999999,0.185,0.6,0.13,0.0013,0.1463,high,0.05,0.0,0.19,1,0,1,0.2
0.0869,1,0.1,0,0.07,1,0.57,0.06,0.118,0.1,0.15,0.1243,0.1584,high,0.13,0.03,0.08,1,0,0,0.2
0.0635,1,0.05,1,0.02,0,0.42,0.04,0.149,0.3,0.04,0.03,0.1059,high,0.12,0.05,0.18,1,0,1,0.2
0.0609,1,0.3,0,0.15,1,0.44,0.03,0.117,0.1,0.16,0.0058,0.1253,mid,0.15,0.11,0.15,1,0,1,0.1
0.1557,0,0.27999999999999997,1,0.16,0,0.02,0.01,0.123,0.5,0.2,0.1107,0.1442,mid,0.18,0.16,0.09,1,0,1,0.3
0.1604,1,0.16999999999999998,0,0.02,0,0.33,0.1,0.191,0.8,0.05,0.0134,0.0939,low,0.13,0.1,0.12,1,1,1,0.0
0.1182,0,0.05,0,0.07,1,0.08,0.05,0.138,0.8,0.16,0.0275,0.0986,mid,0.19,0.17,0.19,1,0,0,0.2
0.0848,1,0.21000000000000002,1,0.1,1,0.19,0.08,0.148,0.7,0.18,0.0176,0.1029,high,0.1,0.0,0.14,1,0,0,0.2
0.161,1,0.29,0,0.07,1,0.64,0.09,0.181,0.4,0.12,0.1236,0.128,low,0.08,0.04,0.09,1,1,0,0.1
0.1828,1,0.21000000000000002,1,0.0,0,0.17,0.09,0.199,0.1,0.01,0.0336,0.0898,mid,0.17,0.14,0.04,1,0,0,0.2
0.088,0,0.2,1,0.01,1,0.5,0.05,0.194,0.7,0.03,0.1116,0.1381,low,0.15,0.09,0.06,1,0,1,0.0
0.1394,1,0.09,1,0.1,1,0.62,0.03,0.175,0.5,0.13,0.101,0.1565,low,0.11,0.01,0.2,1,1,0,0.0
0.196,1,0.22999999999999998,1,0.01,1,0.61,0.03,0.086,0.7,0.03,0.0205,0.1299,high,0.1,0.07,0.11,1,0,0,0.3
0.0809,0,0.08,0,0.1,0,0.21,0.09,0.091,0.7,0.19,0.1453,0.1726,low,0.18,0.07,0.03,1,0,0,0.1
0.0899,0,0.05,1,0.13,1,0.57,0.09,0.172,0.2,0.18,0.0788,0.1331,low,0.11,0.01,0.07,1,1,0,0.0
0.1976,1,0.06999999999999999,1,0.04,0,0.32,0.08,0.171,0.2,0.07,0.1301,0.1922,high,0.17,0.11,0.13,1,1,1,0.3
0.0879,0,0.15,1,0.0,1,0.21,0.08,0.187,0.4,0.02,0.0463,0.1038,high,0.14,0.13,0.11,1,0,1,0.2
0.0916,1,0.26,0,0.0,0,0.36,0.03,0.195,0.4,0.12,0.0188,0.0992,low,0.13,0.0,0.14,1,1,0,0.0
0.0763,0,0.16999999999999998,1,0.08,1,0.02,0.05,0.092,0.8,0.14,0.1028,0.1186,low,0.06,0.04,0.08,1,1,0,0.0
0.0508,0,0.16,1,0.0,0,0.09,0.04,0.162,0.6,0.02,0.1419,0.192,mid,0.18,0.08,0.1,1,1,1,0.2
0.0825,0,0.29,1,0.0,0,0.34,0.08,0.099,0.8,0.17,0.1471,0.1866,high,0.08,0.02,0.1,1,1,0,0.3
